,CLASS
ในโคมมีแต่ไฟ ในใจมีแต่เธอ https://t.co/sSxARcZUq9,1
"มึง = เรื่องงาน
มึงงงงงงงงงงง = มีเรื่องเมาส์ 
#แม่นบ่",6
ละมาทำเป็นเรียนเขาว่าน้อง มึงอายุเท่าไหร่ อิเด็กเปรต,4
มึงก็ดูมีความสุขดีหนิ,4
@eyetamon ช่วยไม่ได้นี่ คนอย่างมึง มันอยากเที่ยว,8
เหมือนพยายามปลูกฝังมากว่าเห้ยอซไม่ดังนะ ไม่ดังเว้ย ไม่ดัง เชื่อดิ ไม่ดังจริงๆนะมึง ไม่อ่ะ ไม่ดังเลย ไม่ดังไงเชื่อดิวะ โถ่เว้ยบอกว่าไม่ดังไง,4
@ytsrifyralapo นึกถึงมึงเลยอ่ะสงสาร555555555555 https://t.co/50t53BsKM6,1
@tohbatonn มึงอยากจินติมไม่ใช่หรอ เห็นบ่น 555,7
@xxpapunchxx  เขารู้รึป่าวว่ามึงน้อยใจ,7
สายเบิรน์555#เดี๋ยวๆพวกมึงตัวผู้ไหมล่ะ🤣#แมวเป็นสัตว์ปัญญาอ่อน #แมวเป็นสัตว์ที่คิดจะครองโลก #แมวเป็นสัตว์น่ารัก… https://t.co/Hs3Is3dTsJ,6
ผิดที่กูอยากคุยกับมึง,2
โคตรคิดถึงทุกอย่างของมึง :(,7
ผีมึงนี่ผีจริงๆ,4
@aoao_aom อาจจะคนนั่งหลังมึงเก็บไว้ให้ก็ได้นะ รอวันจันทร์ลัมาคืนไรงี้,7
@blinkshine บอกกูทำไม ไปบอกน้ามึงสิ,4
กูเห็นหน้าสดมึงแล้วแต่กูก็ยังเลือกจะอยู่กับมึงอะก็คิดดูละกัน555555555555,8
@_baichaa มึงไม่กวนตีนกูสักวันจะเป็นไรไหมหื้ม ถ้ายังกวนตีนกูจะจับเย็ด,7
ตราบใดที่มีรักที่นั่นก็ย่อมมีความหวัง.......แล้วเราควรจะหวังกับเธอต่อไหมอ้ะ ;__; #Gorkaeruk,7
จะมีเพียงเธอ รักเพียงแต่เธอ ~~~~ พี่กันๆๆๆ @AtthaphanP มีคนร้องเพลงจีบค่ะ 👉👉👉 @kristtps #KristPerawat #GunATp https://t.co/1N38YGHIMk,7
อบอุ่นเหมือนไฟเมื่อเธอเหน็บหนาว🌞,7
@jidajdp เธอยังไม่กลับอีกรึ เลาเพิ่งถึงสยาม 😂😂,6
เธอๆ ช่วงนี้ดูบวมๆนะ แพ้อาหารรึป่าวว #ยุนกิพ่อทุกสถาบัน #ยุนกิพ่อคนSWAG https://t.co/ARhXpLVZvc,7
@largetarolatte เธอๆ ตอนสิบแปดนี่ขอพระเอกได้ป่ะ จริงจังละ คนกันเอง แบคฮยอนนี่ตอนจบตายได้แมะ ชั้ลไม่ชอบนางอ่ะชั้ลหมั่นไส้ทำไมได้พี่ผัวอ่ะ,7
ทางใดที่เธอจะมีความสุขกับเขา ทางนั้นจะมีฉันคอยกั้นกลาง,7
@ZaraMask เธอได้สมัครออฟเจแปนมั้ย,7
@Mp_patoo เดี้ยวๆๆๆ ก้อนน้อยใจนเธออออ,7
มาม่าคาโบนาร่าชีส เธอน่าจะชอบนะ ไปซื้อมาลองกินสิ ^^,7
เธออยากอยู่กับฉันไหม อยากเดินด้วยกันไหมเธอ,7
@bunnybaejoo นานๆจะเจอคนอ่านหนังสือแล้วสนุกแบบเธอนะ,1
@arinsohotx แม่ม่ายว่าาา แม่กลัวแม่เธอห่วง สรุปแม่เค้าห่วงเธอเฉยเลย,3
ถ้ามึงไม่ชอบเขา มึงก็แค่เดินไปทางซ้ายตอนที่เขาเดินไปทางขวา ไม่ใช่เดินไปชนเขา ในเมื่อเปลี่ยนเขาไม่ได้ ก็จัดการตัวเอง เรื่องมันก็มีแค่นี้อะ,7
"มึงบล็อกไลน์กุใช่มั้ย?
ชัวร์เลย 555555",7
มึงล้มกูซ้ำมึงคนแรกเลยนะ🙊,4
@itchaxchaeyoung ขอบคุณนะมึง💛,1
@mintsryyy เป็นไรมึงง,6
รู้สึกดีนะที่มึงจำรายละเอียดเล็กๆน้อยของกูได้,1
โทดนะคือเห็นมึงแอบคุยกัน คบกันสองสามเดือนเรียก เมีย แล้วอ่อคะ เอิ่มง่ายจัง สมัยนี้ต้องแบบนี้ใช่มะคะ,5
@FiwwMyHyuk เขาดี มึงอะคิดมาก,8
กูชอบมึงแต่มึงชอบคนอื่น,2
ไหนใครบอกว่าเขาไม่ขอบกับ มึงมาดูนี้,6
กูจะไปสู้กับคนในใจมึงได้ไงล่ะ สัส,4
@__Suchada ข้าวเปียกมึงยังไม่พออยู่หรอ,7
"มิง: พี่เท่จังเลย
วอนู: พอเหอะน่า.. นายชอบฉันหรอ?

หลบหน่อยเรือพี่มา⛵(cr: mwmw_bot) #meanie #minwon https://t.co/un96s1bmAv",7
โปรดประทานหัวใจที่เข้มแข็งแต่อ่อนโยนให้แก่ฉัน,7
แต่ฉันไม่มีแม้กระทั่งเงินซื้อบั้มกับไปคอน ฉันไม่น้อยใจศิลปิน แต่ฉันน้อยใจเงินในกระเป๋ามากกว่า 555555555555555,1
